artist,title,release_format,number_of_tracks,price,rating,votes,have,want,limited_edition,media_condition,sleeve_condition,release_page,genre,year,label_name,label_code
Anita Lane,Dirty Sings,"12""",4,39.9,4.44,48.0,407,205,0,NM ,VG+,https://discogs.com/release/479734-Anita-Lane-Dirty-Sings?ev=item-vc,experimental,1988,Mute ‎,12 MUTE 65
Kaoru Inoue,The Secret Field,"12""",3,14.9,5.0,1.0,13,29,0,VG+,,https://discogs.com/release/3594532-Kaoru-Inoue-The-Secret-Field?ev=item-vc,experimental,2007,Mule Musiq ‎,MULEMUSIQ 020
[a]pendics.shuffle,The Lavender Neglect,"12""",5,3.9,4.07,30.0,170,88,0,VG+,VG,https://discogs.com/release/294210-apendicsshuffle-The-Lavender-Neglect?ev=item-vc,experimental,2004,Orac Records ‎,ORAC08
Joni Mitchell,Don Juan's Reckless Daughter,LP,10,14.9,3.75,16.0,159,89,0,VG+,VG,https://discogs.com/release/940331-Joni-Mitchell-Don-Juans-Reckless-Daughter?ev=item-vc,experimental,1978,Asylum Records ‎,W 63003
Fitz,Audio / Video,"12""",4,1.5,5.0,7.0,37,12,0,VG,VG,https://discogs.com/release/2298111-Fitz-Audio-Video?ev=item-vc,experimental,1984,Five ‎,FM 13704
Area (6),Crac!,LP,7,29.9,4.31,13.0,64,123,0,VG,VG+,https://discogs.com/release/2361001-Area-Crac?ev=item-vc,experimental,1978,Cramps Records ‎,5205 103
The Art Of Noise,Legacy,"12""",4,2.5,4.04,57.0,597,116,0,VG+,,https://discogs.com/release/53411-The-Art-Of-Noise-Legacy?ev=item-vc,experimental,1986,China Records ‎,"WOKX11, China Records ‎– WOKX 11"
Necronomidol,Nemesis,LP,11,19.9,4.23,13.0,124,82,1,M,NM ,https://discogs.com/release/8899870-Necronomidol-Nemesis?ev=item-vc,experimental,2016,Specific (2) ‎,SPCFC022_2016
Stewart Copeland,Rumble Fish (Original Motion Picture Soundtrack),LP,13,6.9,3.57,7.0,105,34,0,VG+,VG+,https://discogs.com/release/3478998-Stewart-Copeland-Rumble-Fish-Original-Motion-Picture-Soundtrack?ev=item-vc,experimental,Unknown,A&M Records ‎,SP-4983
DAF*,Voulez Vous Coucher Avec Moi Ce Soir,"12""",2,1.9,3.76,103.0,1141,186,0,VG,VG,https://discogs.com/release/256573-DAF-Voulez-Vous-Coucher-Avec-Moi-Ce-Soir?ev=item-vc,experimental,1986,Dean Records ‎,608 304
David Bowie,Stage,LP,17,29.9,4.1,59.0,637,121,0,NM ,VG+,https://discogs.com/release/1496367-David-Bowie-Stage?ev=item-vc,experimental,1978,RCA ‎,PL 02913(2)
Oliloqui,Opiate Songs,"12""",5,3.9,3.86,7.0,88,71,0,VG+,,https://discogs.com/release/53069-Oliloqui-Opiate-Songs?ev=item-vc,experimental,1997,Estereo ‎,Estereo 004
Robert Fripp,Exposure,LP,17,24.9,4.1,20.0,182,100,0,VG+,VG+,https://discogs.com/release/3700500-Robert-Fripp-Exposure?ev=item-vc,experimental,1985,EG ‎,EGLP 41
Cromagnon,Orgasm,LP,8,29.9,4.25,24.0,255,278,0,NM ,NM ,https://discogs.com/release/621367-Cromagnon-Orgasm?ev=item-vc,experimental,1998,Get Back ‎,"GET1023, Get Back ‎– ESP-2001, Get Back ‎– ESP2001, Get Back ‎– ESP · DISK 2001"
Voodoo Mothership,Papa's Got A Brand New Pigbag (Total Experience Mix),"12""",2,1.5,3.5,8.0,91,11,0,VG+,VG+,https://discogs.com/release/246932-Voodoo-Mothership-Papas-Got-A-Brand-New-Pigbag-Total-Experience-Mix?ev=item-vc,experimental,Unknown,Blueback ‎,BBBK 3
Trumans Water,Godspeed The Punchline,LP,18,14.9,4.64,14.0,188,55,1,VG,VG+,https://discogs.com/release/2040866-Trumans-Water-Godspeed-The-Punchline?ev=item-vc,experimental,1994,Elemental Records ‎,ELM 15 X
Pink Floyd,Ummagumma,LP,21,29.9,4.32,28.0,181,338,0,VG+,VG+,https://discogs.com/release/4511298-Pink-Floyd-Ummagumma?ev=item-vc,experimental,1988,Harvest ‎,3C-154-04222/23
GoGoGo Airheart,GoGoGo Airheart,LP,14,14.9,4.3,10.0,177,45,0,NM ,NM ,https://discogs.com/release/1151437-GoGoGo-Airheart-GoGoGo-Airheart?ev=item-vc,experimental,2001,Gold Standard Laboratories ‎,GSL40
David Bowie,★ (Blackstar),LP,7,34.9,4.62,919.0,9058,1238,0,NM ,VG,https://discogs.com/release/7989943-David-Bowie--Blackstar?ev=item-vc,experimental,2016,ISO Records ‎,"88875173871, Columbia ‎– 88875173871, Sony Music ‎– 88875173871"
Pink Floyd,Ummagumma,LP,21,39.9,4.32,28.0,181,338,0,NM ,NM ,https://discogs.com/release/4511298-Pink-Floyd-Ummagumma?ev=item-vc,experimental,1988,Harvest ‎,3C-154-04222/23
Minutemen,"""Bean-Spill""  E. P.","7""",5,49.9,4.58,36.0,412,407,0,VG+,VG+,https://discogs.com/release/569611-Minutemen-Bean-Spill-E-P?ev=item-vc,experimental,1982,Thermidor ‎,T8
David Sylvian,Secrets Of The Beehive,LP,9,24.9,4.32,53.0,491,151,0,VG+,VG+,https://discogs.com/release/1542992-David-Sylvian-Secrets-Of-The-Beehive?ev=item-vc,experimental,1987,Virgin ‎,V 2471
Rain Tree Crow,Rain Tree Crow,LP,12,39.9,4.4,20.0,120,122,0,VG+,NM ,https://discogs.com/release/1994546-Rain-Tree-Crow-Rain-Tree-Crow?ev=item-vc,experimental,1991,Virgin ‎,V2659
The Jackofficers,Digital Dump,LP,11,9.5,3.81,42.0,390,146,0,VG+,NM ,https://discogs.com/release/60092-The-Jackofficers-Digital-Dump?ev=item-vc,experimental,1990,Rough Trade ‎,RUS 100-1
Steltch (2),The Great Uprising,"12""",10,4.5,5.0,1.0,21,11,1,NM ,VG+,https://discogs.com/release/949547-Steltch-The-Great-Uprising?ev=item-vc,experimental,1990,Dischoteque Records ‎,DIS-005
Battiato*,Fetus,LP,8,349.9,4.13,63.0,222,828,0,VG,VG+,https://discogs.com/release/285159-Battiato-Fetus?ev=item-vc,experimental,1972,Bla Bla ‎,BBXL 10001
Cybermouse,Surprise Attack E.P.,"12""",4,29.9,3.21,34.0,139,150,1,VG+,,https://discogs.com/release/118176-Cybermouse-Surprise-Attack-EP?ev=item-vc,experimental,1994,Fischkopf Hamburg ‎,fisch001
Joe Coleman (2),Infernal Machine,LP,9,29.99,4.0,20.0,254,106,0,NM ,NM ,https://discogs.com/release/745735-Joe-Coleman-Infernal-Machine?ev=item-vc,experimental,1990,Furthur ‎,"FU10, Blast First ‎– FU10"
Mike Oldfield,The Complete,LP,25,9.9,4.09,22.0,222,24,0,G+,VG+,https://discogs.com/release/1199787-Mike-Oldfield-The-Complete?ev=item-vc,experimental,1985,Virgin ‎,MOC 1
Orbital,The Box,"12""",5,29.9,4.48,162.0,1301,465,0,NM ,VG+,https://discogs.com/release/19313-Orbital-The-Box?ev=item-vc,experimental,1996,Internal ‎,"LIARX 30, Internal ‎– 850 579.1"
Stereolab,Peng!,LP,11,22.5,4.26,95.0,1259,367,0,VG+,VG+,https://discogs.com/release/1584182-Stereolab-Peng?ev=item-vc,experimental,2008,Too Pure ‎,PURE LP 11
Jim Morrison Music By,An American Prayer,LP,18,79.9,4.61,119.0,1360,292,1,NM ,NM ,https://discogs.com/release/12830026-Jim-Morrison-Music-By-The-Doors-An-American-Prayer?ev=item-vc,experimental,2018,Elektra ‎,R1 502 / 603497856237
Tuxedomoon,Ten Years In One Night (Live),LP,17,25.9,3.95,20.0,131,78,0,VG+,VG+,https://discogs.com/release/1066707-Tuxedomoon-Ten-Years-In-One-Night-Live?ev=item-vc,experimental,1989,Materiali Sonori ‎,MASO 33049
Stereolab,Peng!,LP,11,22.5,4.26,95.0,1259,367,0,VG+,VG+,https://discogs.com/release/1584182-Stereolab-Peng?ev=item-vc,experimental,2008,Too Pure ‎,PURE LP 11
The Legendary Pink Dots,Island Of Jewels,LP,12,19.5,4.06,81.0,614,201,0,VG+,VG+,https://discogs.com/release/138661-The-Legendary-Pink-Dots-Island-Of-Jewels?ev=item-vc,experimental,1986,Play It Again Sam Records ‎,BIAS 41
Autechre,Anvil Vapre,"12""",2,79.9,4.67,229.0,1072,1097,0,VG+,VG+,https://discogs.com/release/28446-Autechre-Anvil-Vapre?ev=item-vc,experimental,1995,Warp Records ‎,wap64
Scorn,Colossus,LP,7,69.9,3.85,13.0,79,221,1,VG+,NM ,https://discogs.com/release/2023624-Scorn-Colossus?ev=item-vc,experimental,1994,Earache ‎,MOSH 91L
Vangelis,Heaven And Hell,LP,10,9.9,4.14,21.0,160,58,0,VG+,VG+,https://discogs.com/release/850026-Vangelis-Heaven-And-Hell?ev=item-vc,experimental,1976,RCA ‎,"LPL1 5110, RCA Victor ‎– LPL1 5110"
Milano Area vol. 2,E.P.,"12""",4,29.9,3.5,4.0,26,103,0,VG+,,https://discogs.com/release/1573019-Milano-Area-vol-2-EP?ev=item-vc,experimental,Unknown,Not On Label ‎,HT 07
Gore,Mean Man's Dream,LP,10,11.9,4.45,11.0,151,55,0,VG+,VG+,https://discogs.com/release/1258658-Gore-Mean-Mans-Dream?ev=item-vc,experimental,1987,Ediesta Records ‎,CALC LP 29
Jim Morrison Music By,An American Prayer,LP,20,24.9,4.26,72.0,653,240,0,NM ,VG+,https://discogs.com/release/1286172-Jim-Morrison-Music-By-The-Doors-An-American-Prayer?ev=item-vc,experimental,1991,Elektra ‎,"K 52 111, Elektra ‎– ELK 52 111, Elektra ‎– 5E-502"
Tangerine Dream,Alpha Centauri + Atem,LP,7,17.9,4.1,20.0,155,31,0,VG+,VG+,https://discogs.com/release/294934-Tangerine-Dream-Alpha-Centauri-Atem?ev=item-vc,experimental,Unknown,Virgin ‎,AORL 28376
Noha (3),The Abyss Between A and B,"12""",6,19.5,4.67,3.0,11,6,0,M,M,https://discogs.com/release/25460365-Noha-The-Abyss-Between-A-and-B?ev=item-vc,experimental,2022,A Beautiful Place ‎,ABP001
Gloved Hands,Empty Terminal,LP,8,17.5,4.67,3.0,19,13,0,M,M,https://discogs.com/release/23529419-Gloved-Hands-Empty-Terminal?ev=item-vc,experimental,2022,La Luna ‎,LA LUNA 004
Iron Butterfly,In-A-Gadda-Da-Vida,LP,6,22.22,3.82,670.0,12314,881,0,VG+,VG+,https://discogs.com/release/2438726-Iron-Butterfly-In-A-Gadda-Da-Vida?ev=item-vc,experimental,1968,ATCO Records ‎,SD 33-250
Layr &,Oddysea EP,"12""",5,13.0,5.0,7.0,34,45,0,M,M,https://discogs.com/release/15173583-Layr-Gols-Oddysea-EP?ev=item-vc,experimental,2020,Hoot Music ‎,HOOT002
DeWalta,Keep On,"12""",3,12.0,4.14,14.0,89,115,0,M,M,https://discogs.com/release/3156627-DeWalta-Keep-On?ev=item-vc,experimental,2011,Meander ‎,MEANDER 008
MalClango,Sparagazzarre,LP,8,25.97,,,0,0,1,M,M,https://discogs.com/release/26677988-MalClango-Sparagazzarre?ev=item-vc,experimental,2023,Subsound Records (2) ‎,SSR126
DEK,1981-87 Vol 1,LP,17,29.95,5.0,1.0,0,1,1,M,M,https://discogs.com/release/25871116-DEK-1981-87-Vol-1?ev=item-vc,experimental,2023,Jelodanti Records ‎,Jelo 24
Nurse With Wound,Bar Maldoror,LP,8,67.94,4.67,3.0,33,31,1,M,M,https://discogs.com/release/26300366-Nurse-With-Wound-Bar-Maldoror?ev=item-vc,experimental,2023,Rotorelief ‎,"ROTOR 0080, Rotorelief ‎– ROTOR0080"
Nurse With Wound,Bar Maldoror,LP,8,56.86,5.0,1.0,21,36,1,M,M,https://discogs.com/release/26300948-Nurse-With-Wound-Bar-Maldoror?ev=item-vc,experimental,2023,Rotorelief ‎,ROTOR0080
Video-Aventures*,Musiques Pour Garçons Et Filles,"12""",24,41.97,5.0,1.0,18,15,0,M,M,https://discogs.com/release/26604797-Video-Aventures-Musiques-Pour-Gar%C3%A7ons-Et-Filles?ev=item-vc,experimental,2023,SouffleContinu Records ‎,FFL081
Korpses Katatonik,Subklinikal Leukotomy Aphrenia Spasmophilik Lyssophobo Asphyxia Sinister Lethal Anorex,LP,8,33.9,,,0,1,1,M,M,https://discogs.com/release/26766152-Korpses-Katatonik-Subklinikal-Leukotomy-Aphrenia-Spasmophilik-Lyssophobo-Asphyxia-Sinister-Lethal-An?ev=item-vc,experimental,2023,Infinite Fog Productions ‎,IF-115LP
Coil,The New Backwards,LP,17,67.75,5.0,2.0,8,10,0,M,M,https://discogs.com/release/24688676-Coil-The-New-Backwards?ev=item-vc,experimental,2022,Infinite Fog Productions ‎,IF-108LP
Coil,The Ape Of Naples,LP,20,67.94,5.0,1.0,3,15,1,M,M,https://discogs.com/release/26087341-Coil-The-Ape-Of-Naples?ev=item-vc,experimental,2022,Infinite Fog Productions ‎,IF-111LP
Cluster,Cluster II,LP,6,29.76,4.33,3.0,73,43,0,M,M,https://discogs.com/release/26489177-Cluster-Cluster-II?ev=item-vc,experimental,2023,Superior Viaduct ‎,SV188
Caveman & The Banshee,Caveman & The Banshee,LP,8,33.92,5.0,2.0,5,0,0,M,M,https://discogs.com/release/26773934-Caveman-The-Banshee-Caveman-The-Banshee?ev=item-vc,experimental,2023,Noiseagonymayhem Records ‎,NAM100LP
Valeskja Valcav,The Shape of Goth to Come,"12""",10,25.74,5.0,2.0,11,5,0,M,M,https://discogs.com/release/11562015-Valeskja-Valcav-The-Shape-of-Goth-to-Come?ev=item-vc,experimental,2018,Smap Records ‎,SM3306
Axolotl (2),Abrasive,LP,12,31.75,5.0,1.0,4,10,0,M,M,https://discogs.com/release/26604923-Axolotl-Abrasive?ev=item-vc,experimental,2023,SouffleContinu Records ‎,FFL082
Korpses Katatonik,Subklinikal Leukotomy Aphrenia Spasmophilik Lyssophobo Asphyxia Sinister Lethal Anorex,LP,8,31.94,,,3,3,1,M,M,https://discogs.com/release/26723285-Korpses-Katatonik-Subklinikal-Leukotomy-Aphrenia-Spasmophilik-Lyssophobo-Asphyxia-Sinister-Lethal-An?ev=item-vc,experimental,2023,Infinite Fog Productions ‎,IF-115LP
Tropical Fuck Storm,Submersive Behaviour,LP,5,36.9,4.13,8.0,250,30,0,M,M,https://discogs.com/release/25963951-Tropical-Fuck-Storm-Submersive-Behaviour?ev=item-vc,experimental,2023,Joyful Noise Recordings ‎,JNR419
Puce Moment,Epic Ellipses,LP,4,21.83,5.0,1.0,0,0,1,M,M,https://discogs.com/release/26811263-Puce-Moment-Epic-Ellipses?ev=item-vc,experimental,2023,Sub Rosa ‎,SRV534
Gängstgäng,Funeral Album (The Greatest Hits 2016-2023),LP,14,23.84,,,2,2,1,M,M,https://discogs.com/release/26492126-G%C3%A4ngstg%C3%A4ng-Funeral-Album-The-Greatest-Hits-2016-2023?ev=item-vc,experimental,2023,Jelodanti Records ‎,"Jelo 26, Label Rapace ‎– none, Burning Sound Records ‎– none"
Ivan The Tolerable,Black Water/Brown Earth,LP,7,30.84,5.0,6.0,26,9,1,M,M,https://discogs.com/release/26147315-Ivan-The-Tolerable-Black-WaterBrown-Earth?ev=item-vc,experimental,2023,Up In Her Room ‎,UIHR012
Yan Tregger,Space Oddities 1974-1991,LP,14,22.96,5.0,3.0,35,25,0,M,M,https://discogs.com/release/26276786-Yan-Tregger-Space-Oddities-1974-1991?ev=item-vc,experimental,2023,Born Bad Records ‎,BB158LP
Across The Water II,Scillonian Solace,LP,12,33.74,5.0,1.0,3,4,1,M,M,https://discogs.com/release/26367827-Across-The-Water-II-Scillonian-Solace?ev=item-vc,experimental,2023,Seelie Court ‎,sclp 043
Oliver*,Stone Unturned,LP,13,30.87,4.25,4.0,32,21,0,M,M,https://discogs.com/release/26217935-Oliver-Stone-Unturned?ev=item-vc,experimental,2023,Guerssen ‎,GUESS176
Enhet För Fri Musik,"Inom Dig, Inom Mig",LP,5,30.92,4.75,4.0,57,37,1,M,M,https://discogs.com/release/25889944-Enhet-F%C3%B6r-Fri-Musik-Inom-Dig-Inom-Mig?ev=item-vc,experimental,2023,Aguirre Records ‎,ZORN49
Rapoon,Ten Four: Centred Horizons,LP,4,30.83,5.0,1.0,9,14,1,M,M,https://discogs.com/release/25460779-Rapoon-Ten-Four-Centred-Horizons?ev=item-vc,experimental,2022,Winter-Light ‎,WIN 047 LP
ADN' Ckrystall,De Unicornis Veritate,LP,8,32.79,,,4,0,0,M,M,https://discogs.com/release/26676533-ADN-Ckrystall-De-Unicornis-Veritate?ev=item-vc,experimental,2021,Wah Wah Records ‎,LPS244
Sote,Majestic Noise Made In Beautiful Rotten Iran,LP,8,22.78,4.6,5.0,21,8,1,M,M,https://discogs.com/release/25804054-Sote-Majestic-Noise-Made-In-Beautiful-Rotten-Iran?ev=item-vc,experimental,2023,Sub Rosa ‎,SRV535
Miss Nelson And,Dance Sing And Listen Again!,LP,11,25.74,,,2,3,0,M,M,https://discogs.com/release/26317961-Miss-Nelson-And-Bruce-Dance-Sing-And-Listen-Again?ev=item-vc,experimental,2023,Honey Pie Records (2) ‎,HONEY066
François Jeanneau,Une Bien Curieuse Planète,LP,9,30.84,5.0,4.0,55,29,0,M,M,https://discogs.com/release/26100949-Fran%C3%A7ois-Jeanneau-Une-Bien-Curieuse-Plan%C3%A8te?ev=item-vc,experimental,2023,SouffleContinu Records ‎,FFL076
Piet Leegwater,Mini,LP,19,20.88,,,3,1,0,M,M,https://discogs.com/release/25422721-Piet-Leegwater-Mini?ev=item-vc,experimental,2022,Penossi Records ‎,No Cat
La Tène,Ecorcha​ \ Taill​é​e,LP,2,27.76,4.5,4.0,44,18,0,M,M,https://discogs.com/release/25980841-La-T%C3%A8ne-Ecorcha-Taill%C3%A9e?ev=item-vc,experimental,2023,Les Disques Bongo Joe ‎,BJR084
Lay Llamas* &,Flag Of Breeze,LP,8,27.96,4.5,2.0,5,3,0,M,M,https://discogs.com/release/23166689-Lay-Llamas-Juju-Flag-Of-Breeze?ev=item-vc,experimental,2022,Backwards ‎,BW43
Slow Clarity,Holding Pattern,LP,10,30.93,,,1,0,1,M,M,https://discogs.com/release/26587370-Slow-Clarity-Holding-Pattern?ev=item-vc,experimental,2023,Ramble Records ‎,"RAM-0089, Echodelick Records ‎– ECHODELICK041"
Kyriakos Sfetsas*,Smog,LP,31,44.91,4.67,3.0,25,24,0,M,M,https://discogs.com/release/25404415-Kyriakos-Sfetsas-Smog?ev=item-vc,experimental,2022,Cat In The Room Records ‎,CIR001
Maajun,Vivre La Mort Du Vieux Monde,LP,13,30.97,4.2,5.0,51,23,0,M,M,https://discogs.com/release/25442335-Maajun-Vivre-La-Mort-Du-Vieux-Monde?ev=item-vc,experimental,2022,SouffleContinu Records ‎,FFL077
Rhyton,Krater's Call,LP,6,31.97,,,11,1,0,M,M,https://discogs.com/release/26588765-Rhyton-Kraters-Call?ev=item-vc,experimental,2023,Centripetal Force ‎,CFUL 236
Muslimgauze,Lo-Fi India Abuse,LP,9,29.8,5.0,7.0,54,21,0,M,M,https://discogs.com/release/25661323-Muslimgauze-Lo-Fi-India-Abuse?ev=item-vc,experimental,2023,Other Voices Records ‎,"VOX 74 LP, Kontakt Audio ‎– AKT07"
Plastic Crimewave Syndicate,Space Alley,LP,4,30.78,4.75,4.0,27,2,0,M,M,https://discogs.com/release/25744219-Plastic-Crimewave-Syndicate-Space-Alley?ev=item-vc,experimental,2023,Cardinal Fuzz ‎,"CFUL 0255, Lion Productions ‎– LION LP-198"
Delta 9 THC (2),III,"12""",5,44.82,5.0,2.0,5,4,1,M,M,https://discogs.com/release/23635046-Delta-9-THC-III?ev=item-vc,experimental,2022,Suburban Symphonies ‎,SUB 005
Muslimgauze,Lo-Fi India Abuse,LP,9,37.98,5.0,5.0,32,10,1,M,M,https://discogs.com/release/25980832-Muslimgauze-Lo-Fi-India-Abuse?ev=item-vc,experimental,2023,Other Voices Records ‎,"VOX 74 LP, Kontakt Audio ‎– AKT07"
Matthew Himes,Hemlock & Bergamot,LP,7,30.98,5.0,1.0,1,1,1,M,M,https://discogs.com/release/26246831-Matthew-Himes-Hemlock-Bergamot?ev=item-vc,experimental,2023,Ramble Records ‎,RAM-031
Iannis Xenakis,La Légende D'Eer,LP,2,24.96,4.0,4.0,28,11,1,M,M,https://discogs.com/release/24645743-Iannis-Xenakis-La-L%C3%A9gende-DEer?ev=item-vc,experimental,2022,Karlrecords ‎,KR024
"The Lord (2),",Devotional,LP,6,34.76,4.5,6.0,53,10,1,M,M,https://discogs.com/release/24850148-The-Lord-2-Petra-Haden-Devotional?ev=item-vc,experimental,2022,Southern Lord ‎,LORD298
Lamp Of The Universe,The Cosmic Union,LP,8,55.79,4.0,1.0,12,10,1,M,M,https://discogs.com/release/25127395-Lamp-Of-The-Universe-The-Cosmic-Union?ev=item-vc,experimental,2022,Sound Effect Records ‎,SER108
Lamp Of The Universe,The Cosmic Union,LP,8,46.96,4.0,2.0,7,8,0,M,M,https://discogs.com/release/25127536-Lamp-Of-The-Universe-The-Cosmic-Union?ev=item-vc,experimental,2022,Sound Effect Records ‎,SER108
"The Lord (2),",Devotional,LP,7,30.93,,,40,18,0,M,M,https://discogs.com/release/24896741-The-Lord-2-Petra-Haden-Devotional?ev=item-vc,experimental,2022,Southern Lord ‎,LORD298
James Johnston /,Everybody's Sunset,LP,9,28.76,4.0,1.0,9,4,1,M,M,https://discogs.com/release/25285933-James-Johnston-Steve-Gullick-Everybodys-Sunset?ev=item-vc,experimental,2022,God Unknown Records ‎,GOD091
Muslimgauze vs,City Of Djinn,LP,21,45.78,5.0,11.0,155,118,1,M,M,https://discogs.com/release/22345678-Muslimgauze-vs-The-Rootsman-City-Of-Djinn?ev=item-vc,experimental,2022,Via Parigi ‎,VIA05LP
Coil,The Ape Of Naples,LP,20,62.86,4.67,15.0,149,73,1,M,M,https://discogs.com/release/25171099-Coil-The-Ape-Of-Naples?ev=item-vc,experimental,2022,Infinite Fog Productions ‎,IF-111LP
Coil,The Ape Of Naples,LP,20,67.86,4.75,20.0,168,57,1,M,M,https://discogs.com/release/25196758-Coil-The-Ape-Of-Naples?ev=item-vc,experimental,2022,Infinite Fog Productions ‎,IF-111LP
ph (Pete Hamilton)*,Slow Ballet,"7""",5,16.74,,,56,5,1,M,M,https://discogs.com/release/24846758-ph-Pete-Hamilton-Slow-Ballet?ev=item-vc,experimental,2022,Polytechnic Youth ‎,PY161
Electric Litany,Sonder,"12""",5,32.96,4.33,3.0,17,0,0,M,M,https://discogs.com/release/24742448-Electric-Litany-Sonder?ev=item-vc,experimental,2022,Inner Ear ‎,INN233L
Cos (3),Babel,LP,7,32.77,4.67,6.0,56,50,0,M,M,https://discogs.com/release/24068570-Cos-Babel?ev=item-vc,experimental,2021,Wah Wah Records ‎,LPS236
Cos (3),Viva Boma,LP,8,32.91,4.64,11.0,70,51,0,M,M,https://discogs.com/release/24069746-Cos-Viva-Boma?ev=item-vc,experimental,2021,Wah Wah Records ‎,LPS235
France (7),Occitania,LP,2,28.96,4.33,3.0,49,35,0,M,M,https://discogs.com/release/24664286-France-Occitania?ev=item-vc,experimental,2022,Aguirre Records ‎,ZORN44
Phil Maggi,The Encrimsoned,LP,4,21.74,5.0,1.0,7,5,1,M,M,https://discogs.com/release/24512342-Phil-Maggi-The-Encrimsoned?ev=item-vc,experimental,2022,Sub Rosa ‎,SRV511
Léo Kupper*,Electronic Works & Voices 1977-87,LP,4,27.83,5.0,7.0,62,33,0,M,M,https://discogs.com/release/24474293-L%C3%A9o-Kupper-Electronic-Works-Voices-1977-87?ev=item-vc,experimental,2022,Sub Rosa ‎,SRV507
Chantal Acda &,"Koyaanisqatsi, A New Score",LP,3,21.89,4.2,5.0,26,12,1,M,M,https://discogs.com/release/24479186-Chantal-Acda-Eric-Thielemans-Koyaanisqatsi-A-New-Score?ev=item-vc,experimental,2022,Sub Rosa ‎,SRV524
Staraya Derevnya,Forgot What Was Important,LP,6,30.95,3.0,1.0,8,9,0,M,M,https://discogs.com/release/22807634-Staraya-Derevnya-Forgot-What-Was-Important?ev=item-vc,experimental,2022,Ramble Records (4) ‎,RAM-0020
Black Brunswicker,High Peaks,LP,10,30.95,4.5,2.0,3,7,1,M,M,https://discogs.com/release/23939132-Black-Brunswicker-High-Peaks?ev=item-vc,experimental,2022,Ramble Records ‎,RAM-0033
Cos (3),Postaeolian Train Robbery,LP,7,32.91,4.6,5.0,51,29,1,M,M,https://discogs.com/release/24574997-Cos-Postaeolian-Train-Robbery?ev=item-vc,experimental,2022,Wah Wah Records ‎,"LPS145, Wah Wah Records ‎– LPS098"
Zeno Van Den Broek,Divergence,LP,4,21.74,4.33,6.0,49,12,1,M,M,https://discogs.com/release/6961479-Zeno-Van-Den-Broek-Divergence?ev=item-vc,experimental,2015,Moving Furniture Records ‎,MFR025
Zenerik,Yeneƨis,LP,5,25.95,4.17,6.0,38,26,1,M,M,https://discogs.com/release/6715102-Zenerik-Yene%C6%A8is?ev=item-vc,experimental,2015,POSITIVE/NEGATIVE ‎,001
Ubeboet,Archival,LP,3,21.9,4.69,13.0,58,26,1,M,M,https://discogs.com/release/2416734-Ubeboet-Archival?ev=item-vc,experimental,2010,Moving Furniture Records ‎,MFR009
Pacific 231 (2),Ethnicities,LP,2,37.82,4.89,9.0,58,58,1,M,M,https://discogs.com/release/1171350-Pacific-231-Ethnicities?ev=item-vc,experimental,2006,Rotorelief ‎,ROTOR0002
Die Form,Die Form ÷ Fine Automatic²,LP,5,28.94,4.43,7.0,38,33,1,M,M,https://discogs.com/release/7184911-Die-Form-Die-Form-Fine-Automatic%C2%B2?ev=item-vc,experimental,2015,Rotorelief ‎,ROTOR0043-DC
Pig Rider,The Robinson Scratch Theory,LP,22,33.83,4.4,5.0,37,28,0,M,M,https://discogs.com/release/7066205-Pig-Rider-The-Robinson-Scratch-Theory?ev=item-vc,experimental,2015,Guerssen ‎,GUESS145
Die Form,Die Form ÷ Fine Automatic²,LP,5,29.88,4.4,5.0,49,40,1,M,M,https://discogs.com/release/7184898-Die-Form-Die-Form-Fine-Automatic%C2%B2?ev=item-vc,experimental,2015,Rotorelief ‎,ROTOR0043-DC
Brume,Friction,LP,7,25.86,5.0,5.0,25,49,1,M,M,https://discogs.com/release/7259218-Brume-Friction?ev=item-vc,experimental,2015,Rotorelief ‎,ROTOR0036
Le Syndicat,Audiostatik Repress,LP,7,25.76,4.25,4.0,29,77,1,M,M,https://discogs.com/release/7176599-Le-Syndicat-Audiostatik-Repress?ev=item-vc,experimental,2015,Rotorelief ‎,ROTOR0042
Brume,Friction,LP,7,28.86,5.0,1.0,19,43,1,M,M,https://discogs.com/release/7259181-Brume-Friction?ev=item-vc,experimental,2015,Rotorelief ‎,ROTOR0036
Die Form,Die Form ÷ Fine Automatic¹,LP,7,28.8,4.4,5.0,53,43,1,M,M,https://discogs.com/release/7184877-Die-Form-Die-Form-Fine-Automatic%C2%B9-?ev=item-vc,experimental,2015,Rotorelief ‎,ROTOR0043-AB
Die Form,Die Form ÷ Fine Automatic¹,LP,7,29.93,4.25,8.0,53,41,1,M,M,https://discogs.com/release/7184891-Die-Form-Die-Form-Fine-Automatic%C2%B9-?ev=item-vc,experimental,2015,Rotorelief ‎,ROTOR0043-AB
Majeure,Termination Shock,LP,8,21.98,3.86,7.0,45,28,0,M,M,https://discogs.com/release/7287978-Majeure-Termination-Shock?ev=item-vc,experimental,2015,Music Fear Satan ‎,MUF037-1
Evening Fires,Where I've Been Is Places and What I've Seen Is Things,LP,6,25.77,4.5,4.0,36,8,1,M,M,https://discogs.com/release/6933150-Evening-Fires-Where-Ive-Been-Is-Places-and-What-Ive-Seen-Is-Things?ev=item-vc,experimental,2015,Sunrise Ocean Bender Records ‎,SOB 003
